HotelName,Address,Rating,UserRatingsTotal,Types,Lat,Lng,Place_ID
町家 棗庵,京都市中京区末丸町５４１−４３,4.8,10,"lodging, point_of_interest, establishment",35.0158767,135.7701906,ChIJk_xwpIwIAWAR-aqY1Qp5-d4
ノク京都,京都市中京区大倉町２０５−１,4.4,632,"lodging, point_of_interest, establishment",35.0169821,135.759183,ChIJjez7dX0IAWARrqsEHxarWHI
Guesthouse Keiko,京都市中京区松本町５７６−１,4.2,5,"lodging, point_of_interest, establishment",35.0149929,135.7666781,ChIJXdzE-IsIAWARvC-A9Q-6ofw
精美堂イン/Seibido Inn,京都市中京区西革堂町２０４ 新椹木町通夷川上る,4.4,121,"lodging, point_of_interest, establishment",35.0147549,135.7683456,ChIJWTKVZowIAWARfTh9IAMY2AA
ゲストハウス＆サロン 京都 月と,京都市左京区聖護院山王町１９−７,4.8,44,"lodging, point_of_interest, establishment",35.0175169,135.7796078,ChIJy79Qa_AIAWAREcY-hvmkTOo
竹間つゆくさ庵,京都市中京区福屋町７３７−３,4.6,11,"lodging, point_of_interest, establishment",35.0151753,135.7626765,ChIJEz7hiogIAWARcmJ4mfhQ2Lk
京旅籠むげん,京都市上京区北小大門町５４８−１,4.9,102,"lodging, point_of_interest, establishment",35.0234005,135.749763,ChIJO1tk4tgHAWARhaFSpwEJFkE
旅館丸家,京都市左京区聖護院川原町２,3.4,16,"lodging, point_of_interest, establishment",35.0184116,135.7761841,ChIJSSxCXPEIAWARVdPqjT26ZlI
芝蘭会館別館（国際交流会館）,京都市左京区吉田牛ノ宮町１１−１,3.9,75,"lodging, point_of_interest, establishment",35.0248109,135.7777166,ChIJGREBhVgIAWAR1BzrkW41Ph0
ダイヤモンド京都ソサエティ,京都市中京区末丸町５４１ 中筋通竹屋町上ル,4,257,"lodging, point_of_interest, establishment",35.0162961,135.7706872,ChIJ6fOu8pMIAWARpbJG5ya3KSY
コミュニティーハウス神宮之杜,京都市左京区高野泉町６−５,3.5,6,"lodging, point_of_interest, establishment",35.0466125,135.7853969,ChIJDQuw4TUIAWARMPO-7XXPzoc
傾奇庵,京都市左京区 岡崎天王13,4.7,16,"lodging, point_of_interest, establishment",35.0169948,135.7864853,ChIJaxgQo-MIAWARcegpBTLnkQM
ペンション北白川,京都市左京区北白川上別当町５ ＰＥＮＳＩＯＮ 北白川,3.5,58,"lodging, point_of_interest, establishment",35.03224000000001,135.791852,ChIJc8_z8aoJAWARssLsAKLfzug
京町家聖護院,京都市左京区左京区聖護院中町１１,4.8,25,"lodging, point_of_interest, establishment",35.019272,135.78152,ChIJlQC8i_oIAWAReNcoupJ5f1U
（有）ヴォーンハイム・テラモト,京都市左京区吉田中阿達町３６ ヴォーンハイムテラモト,,,"lodging, point_of_interest, establishment",35.0256332,135.7763015,ChIJKTzE0FgIAWARpKdHB1ZM95I
Koyasu by Japan Experience,京都市左京区北白川久保田町６４−４,4.8,12,"lodging, point_of_interest, establishment",35.02899,135.7876406,ChIJYaFES7kJAWARUHpkqRW9bno
Guesthouse Ginkakuji Kinta(银阁寺京担/金多),京都市左京区浄土寺西田町１１５,4.8,16,"lodging, point_of_interest, establishment",35.0284322,135.7874751,ChIJSYmbgv8IAWAR2ABHcRCyKOo
房子 预约,京都市左京区浄土寺西田町８３,,,"lodging, point_of_interest, establishment",35.02816139999999,135.7896284,ChIJNdB0VgAJAWARq6XMnfe1M-o
シェアハウス8NEST 銀閣寺,京都市左京区浄土寺西田町８２−３,4,1,"lodging, point_of_interest, establishment",35.0281099,135.7898775,ChIJm8HJA-oJAWARAUGqBWySay8
Tanaka Nishihinokuchicho Hagiwara,京都市左京区田中西樋ノ口町Hagiwara,,,"lodging, point_of_interest, establishment",35.0342192,135.784717,ChIJByobeFEIAWARGOciHUatXoQ
トッド荘,京都市左京区田中東樋ノ口町２２−２,5,3,"lodging, point_of_interest, establishment",35.0344547,135.7848743,ChIJc9d6QxcJAWARBXaAZwSoAkg
カーサ吉田本町 - CASA Yoshida Honmachi -,京都市左京区吉田本町２６−７,5,6,"lodging, point_of_interest, establishment",35.02844030000001,135.7847376,ChIJIz_iDVYIAWAR--FYoEjKBYc
シェアハウス8NEST 百万遍,京都市左京区北白川追分町６７−７,,,"lodging, point_of_interest, establishment",35.0287181,135.7838835,ChIJL1PDjk4JAWARvkAkW2-maAM
京別邸 夢,京都市左京区田中東高原町５１−７,,,"lodging, point_of_interest, establishment",35.036125,135.7873217,ChIJjV5L5bMJAWARcdCrfUbXj9E
シェアハウス 8NEST 北白川,京都市左京区田中東春菜町27−2F 3F,5,1,"lodging, point_of_interest, establishment",35.03571179999999,135.7856028,ChIJ28oFUT4JAWARUC_a4gw-wUw
シェアハウス8NEST京大元田中,京都市左京区田中里ノ前町７４,,,"lodging, point_of_interest, establishment",35.0330675,135.7819288,ChIJjZAmVQAJAWARlozahA5Rp1c
旧里の前荘,京都市左京区田中里ノ前町８０,,,"lodging, point_of_interest, establishment",35.032844,135.7813618,ChIJl6fmVmUJAWARkgnyGBBIuow
うたひ ーUTAHIー,京都市左京区浄土寺石橋町２９,,,"lodging, point_of_interest, establishment",35.0271671,135.7925588,ChIJaX7J6mUJAWARu73fKty_wTs
Shared House Satolet | さとれ,京都市左京区田中里ノ内町１１３,,,"lodging, point_of_interest, establishment",35.0339906,135.7814332,ChIJGQB3WQMJAWARC5ciRWrAOQE
三休荘町家 MIYACO,京都市左京区浄土寺東田町１７,,,"lodging, travel_agency, real_estate_agency, point_of_interest, establishment",35.0262922,135.791892,ChIJN7NYKAIJAWAR6euwPlV3EpI
洛水コーポ,京都市左京区田中高原町１９,3.5,2,"lodging, point_of_interest, establishment",35.037673,135.78663,ChIJpyJ9jE0IAWARab761pcO0Qw
ゲストハウス茶山,"Kyoto-shi, Kyoto-fu, Sakyo-ku, Tanaka Nishitakaharachou 14-6, Kyoto",5,16,"lodging, point_of_interest, establishment",35.0373707,135.7853324,ChIJU8iR4k0IAWARZ3IVokjrxRQ
Ginkakuji Vacation Home 銀閣寺ﾊﾞｹｰｼｮﾝﾎｰﾑ,京都市左京区銀閣寺前町１７,,,"cafe, lodging, food, point_of_interest, establishment",35.0278173,135.7949638,ChIJD07qAQQJAWARrZTLbAwuhUQ
京都 ゆきのや,京都市左京区浄土寺馬場町１７−１,4,2,"lodging, point_of_interest, establishment",35.0252025,135.7922113,ChIJp-94TAIJAWARL8cYO-fIY_Q
フラットボレロ浄土寺｜京都大学近くの多国籍シェアハウス（家具付き）,京都市左京区浄土寺上馬場町４−１,5,6,"lodging, point_of_interest, establishment",35.0248477,135.7913739,ChIJDbff1iYJAWARfEjpaenmyW4
シェアハウス 倉橋キッチン＆プラス,京都市左京区吉田神楽岡町4番地 倉橋マンション 新館2階3階,,,"lodging, point_of_interest, establishment",35.0243312,135.7879803,ChIJ1WnnTB8JAWARSpKMg4964ok
エクセレント マキ,京都市左京区田中野神町３０,3,3,"lodging, point_of_interest, establishment",35.0344131,135.7798324,ChIJY8NrOUYJAWARVVa9fCYt8xc
北白川天然ラジウム温泉 えいせん京,京都市左京区北白川地蔵谷町１−１２５,4.3,153,"lodging, point_of_interest, establishment",35.037795,135.809078,ChIJhXEcS3UJAWARU8LXUoP4Aac
まこと苑吉川,京都市左京区北白川琵琶町４４−３,4.3,4,"lodging, restaurant, food, point_of_interest, establishment",35.031554,135.7997125,ChIJWcPznAgJAWARDblSirYeeX0
京別邸 銀閣寺,京都市左京区銀閣寺町７２−４,,,"lodging, point_of_interest, establishment",35.0276328,135.7961598,ChIJHdVDPAQJAWAR5lSA9p1Icz0
シェアハウス NAKAZONOSO-京都銀閣寺,京都市左京区吉田神楽岡町１５５−４,,,"lodging, point_of_interest, establishment",35.0232761,135.7896689,ChIJMQf4Ab0JAWARvZUDvYOO5Y4
Yoshida house,京都市左京区浄土寺真如町１８−６,,,"lodging, point_of_interest, establishment",35.0235198,135.7884741,ChIJ2SxmjjIJAWAReUjplRe2MR0
四季育む宿 然林房,京都市北区鷹峯北鷹峯町４０,3.9,269,"lodging, point_of_interest, establishment",35.05465609999999,135.7289919,ChIJYTDPLSWpAWARdydXnTXhzL0
monthly apartment Haulu,京都市北区大宮玄琢北町２８−４ ハウル,,,"lodging, point_of_interest, establishment",35.0540635,135.7373024,ChIJMbCJuhaoAWARzjgEox4CO4M
ホテルハーヴェスト京都鷹峯,京都市北区衣笠鏡石町４７,4.5,1117,"lodging, point_of_interest, establishment",35.05050610000001,135.7337236,ChIJK1Q4eT2oAWARu59xYMmhalI
西明荘,京都市北区大宮薬師山東町２１−５,,,"lodging, point_of_interest, establishment",35.0560801,135.7388238,ChIJKcjH6BOoAWAReFsR10wsYNg
むらさき ハウス,"shi, 28-4 紫竹西高縄町, 北区 京都市",5,16,"lodging, point_of_interest, establishment",35.0461441,135.7477205,ChIJNeAUVv8HAWARN-dNYSG3Hhc
グリーンゲーブルズ Green Gables,京都市北区紫竹東栗栖町３０−１,3.1,12,"lodging, point_of_interest, establishment",35.0495153,135.7450687,ChIJ-7fHfwSoAWARMmIE9Xag1QA
アマン 京都,"1 Okitayama Washimine-cho, 北区 京都市",4.3,392,"lodging, point_of_interest, establishment",35.05076409999999,135.7305842,ChIJ-8IdwOupAWARZk21GnGrDU8
光悦荘,京都市北区鷹峯北鷹峯町４６,4,8,"lodging, point_of_interest, establishment",35.0543461,135.7288612,ChIJ__8DST-oAWARLAwrdTt2HQQ
しょうざんリゾート 西門,京都市北区衣笠鏡石町４７,4,3,"lodging, point_of_interest, establishment",35.0499586,135.73281,ChIJQyvERgCpAWAR-UGwvosXAEc
東急ハーヴェストクラブ京都鷹峯&VIALA,京都市北区鷹峯土天井町２２ 東急ハーヴェストクラブ京都鷹峯,5,1,"lodging, point_of_interest, establishment",35.050449,135.7337676,ChIJJ222JQCpAWARsjePBI2pPbI
ROKU KYOTO、LXRホテルズ＆リゾーツ,京都市北区衣笠鏡石町４４−１,4.5,1064,"lodging, spa, point_of_interest, establishment",35.0476127,135.7346805,ChIJe5gElQGpAWARvTkIO-v6H8I
S長谷川,"６-6 鷹峯藤林町, 北区 京都市",,,"lodging, point_of_interest, establishment",35.0490688,135.7359942,ChIJtzE8VLupAWARoS-xGg7RDdQ
SOMEYA 嶋田くみこ (染織家),京都市北区大北山原谷乾町42 番 20,,,"lodging, point_of_interest, establishment",35.0479483,135.7180784,ChIJWYyZ7jSpAWAR__sx08VTbdQ
RAKUMANKAN洛曼館,京都市北区紫野泉堂町３１,5,3,"cafe, lodging, point_of_interest, food, establishment",35.0477004,135.7407906,ChIJTUhP5f6pAWARTM1MFxsA1v0
侘寂-雅,京都市北区衣笠赤阪町１−１１６,5,2,"lodging, point_of_interest, establishment",35.0404341,135.7238744,ChIJqSz7TACpAWARMwtGEBLuk60
栄庵SAKAEAN,京都市北区衣笠西御所ノ内町２９,5,3,"lodging, point_of_interest, establishment",35.0405052,135.7326639,ChIJf9vDf3ipAWAR_LiDZXLt3g8
ＳＴＨ紫野,Japan,,,"lodging, point_of_interest, establishment",35.0435399,135.7388291,ChIJvZ-2xh2oAWARJuYQ-7GCwQM
ブリランテ金閣,京都市北区衣笠東御所ノ内町４７,,,"lodging, point_of_interest, establishment",35.0407476,135.7353483,ChIJkfr3LVupAWARSMusMtxSNPg
murasakian,京都市北区紫野東泉堂町１０,4,5,"lodging, point_of_interest, establishment",35.04884,135.7429734,ChIJgYW4M4OpAWARY9JYT3GkHeE
Kyoto,京都市北区衣笠東御所ノ内町５０ ハウス５０,,,"lodging, point_of_interest, establishment",35.0403196,135.7348284,ChIJCeDqOACpAWAR776o7X0IVwQ
アオキシール,京都市北区衣笠赤阪町１−３７７,,,"lodging, point_of_interest, establishment",35.0397401,135.7224528,ChIJ0djKyaOpAWARn9jm8BbFMWU
なちや,京都市北区紫野大徳寺町６３−４７,4.9,14,"lodging, point_of_interest, establishment",35.043641,135.7404614,ChIJDVWhyO6pAWARtTLVv3MPSqc
Feweo,京都市北区紫野花ノ坊町４０,,,"lodging, point_of_interest, establishment",35.04023779999999,135.7369025,ChIJ1bXeEwAHAWAREh32EhY6iKI
日照庵,京都市北区西賀茂北鎮守菴町３０−１,4.9,7,"lodging, point_of_interest, establishment",35.0613106,135.7394995,ChIJGZ6ww36pAWARs0QcTdzY5Ac
ゲストハウス桜こまち（Guest House Sakurakomachi),京都市北区衣笠街道町10,4.7,9,"lodging, point_of_interest, establishment",35.0382583,135.7333148,ChIJWR1lQSoHAWAR72Q5aj341jQ
Hotel,"45-3, 衣笠馬場町, 北区 京都市",,,"lodging, point_of_interest, establishment",35.03743339999999,135.7307281,ChIJsap7XgkHAWARKvWiAIHnjfg
Ez guest house,京都市北区紫竹西南町６７−２４,3.2,42,"lodging, point_of_interest, establishment",35.046555,135.7450777,ChIJywkdoyapAWAR_RoNLcQXFkQ
Cozy house 305 free wifi a rented electric bicycle,京都市北区紫竹牛若町２８−１９ リベルテ北山,,,"lodging, point_of_interest, establishment",35.0481856,135.7457132,ChIJNVLoeQCpAWAROYEJT9-TcKM
"Cozy house K46, free wifi a rented electric bicycle",京都市北区紫竹牛若町２８−１９ リベルテ北山,,,"lodging, point_of_interest, establishment",35.0481856,135.7457132,ChIJR7s7EQCpAWARHMtG6xctfUA
Cozy house 402 free wifi a rented electric bicycle,京都市北区紫竹牛若町２８−１９ リベルテ北山,,,"lodging, point_of_interest, establishment",35.0481944,135.7457222,ChIJEcz6YgCpAWAR1pih8N1UWpE
"Cozy house 8, free wifi a rented electric bicycle",京都市北区紫竹牛若町２８−１９ リベルテ北山,,,"lodging, point_of_interest, establishment",35.0482039,135.7457354,ChIJU7VcZgCpAWARPhnbw3gMifc
Cozyhouse 310 free wifi a rented electric bicycle,京都市北区紫竹牛若町２８−１９ リベルテ北山,,,"lodging, point_of_interest, establishment",35.0482039,135.7457354,ChIJb_ouCgCpAWARAI8q7QmIdcY
Cozyhouse,京都市北区紫竹牛若町２８−１９ リベルテ北山,4.5,20,"lodging, point_of_interest, establishment",35.04818300000001,135.7457315,ChIJBxlPdsCpAWARR2z3IWBU3RM
"Cozy house 31, free wifi a rented electric bicycle",京都市北区紫竹牛若町２８−１９ リベルテ北山,,,"lodging, point_of_interest, establishment",35.0481907,135.745737,ChIJ86QvKQCpAWARnRXU4rLPgdM
レディースハウス・サラ,京都市北区大宮北林町１２−４,,,"lodging, point_of_interest, establishment",35.05642080000001,135.745453,ChIJdat3yq2pAWARxg3FkC8wP6o
KYOKOYADO KINKAKUJI BENTEN（金閣寺弁天）,京都市北区紫野郷ノ上町４１−２１,4.9,7,"lodging, point_of_interest, establishment",35.0379223,135.7365814,ChIJ-WyoRF8HAWARvVQupxOno_0
Rent apartment,京都市北区大宮南林町,,,"lodging, point_of_interest, establishment",35.05462479999999,135.7467856,ChIJi-4RZGipAWARgtqwIQIOjdA
昔のアパート,京都市北区紫野下若草町６０３ 8234,,,"lodging, point_of_interest, establishment",35.04007239999999,135.7410307,ChIJebJSIQAHAWARaD_SczX9BQE
Vacation Rental Hisa House,京都市北区紫竹下緑町１０,,,"lodging, point_of_interest, establishment",35.0491713,135.7475872,ChIJ20TJFn-pAWARQU-Y2iQr0Fs
大徳寺北側清寂の家(Your Pavilion near Kinkakuji),京都市北区紫竹西南町37−１３,4.3,4,"lodging, point_of_interest, establishment",35.0467258,135.7471684,ChIJe6hHHAKoAWARdbkPBhRU7Ng
香柏 金閣 福 Kouhaku Kinkaku Fuku,京都市北区紫野郷ノ上町22,5,1,"lodging, point_of_interest, establishment",35.0374387,135.7382111,ChIJeS-Q07kHAWARkv1omCI586Q
香柏 金閣 禄 Kouhaku Kinkaku Roku,京都市北区紫野郷ノ上町２２−２０,5,1,"lodging, point_of_interest, establishment",35.0373841,135.7382038,ChIJh5XwEWAHAWARyJ_gG0_bQSw
香柏 金閣 寿 Kouhaku Kinkaku Kotobuki,京都市北区紫野郷ノ上町22−４７,,,"lodging, point_of_interest, establishment",35.0373349,135.7381917,ChIJ2Sp-k0YHAWARnJg-0LyN7hQ
京町家北山大宮 Kyomachiya Kitayamaomiya,京都市北区紫竹下緑町６２ 62番地,5,1,"lodging, point_of_interest, establishment",35.0502705,135.7483173,ChIJXUAdKQCpAWARip-0pZmaubI
Senbonkuramaguchi,京都市北区紫野郷ノ上町４５−３,,,"lodging, point_of_interest, establishment",35.0369414,135.7377811,ChIJe4fu03oHAWARmW6EOQKlK0M
HATCH京都,京都市北区紫竹西高縄町１７,5,3,"cafe, lodging, food, point_of_interest, establishment",35.0455824,135.7470818,ChIJgW7lC1AHAWARaIxkxZCW3Lo
KYOTO KOYAMA INN,京都市北区紫野十二坊町８−３１,,,"lodging, point_of_interest, establishment",35.0381286,135.7402398,ChIJM_xHRYAHAWAR5RlaQSDtjig
ShukuShuku,京都市北区紫野東野町２０,4.6,8,"lodging, point_of_interest, establishment",35.04113600000001,135.744131,ChIJRdPCMQAHAWAR1F45mWqZYCs
紫野鮨長,京都市北区紫野上門前町３４,5,2,"lodging, point_of_interest, establishment",35.0448727,135.746951,ChIJ6fdPtvgHAWARmHU-Hhkw2tM
大徳寺 鮨長,京都市北区紫野上門前町34,4.7,70,"lodging, restaurant, food, point_of_interest, establishment",35.0447721,135.7469286,ChIJ0UNgSAAHAWAR-1S0uzl5wmQ
ゲストハウス 凡,京都市北区紫野上門前町６３−２,4.9,95,"lodging, point_of_interest, establishment",35.0453109,135.7473157,ChIJZVRe2HwHAWARkfldB6Ze65I
金閣寺町屋 美雲,京都市北区紫野郷ノ上町３−１３ 3番地13,4.9,7,"lodging, point_of_interest, establishment",35.036839,135.738727,ChIJdzURQ3QHAWARPWbKkAlYgIA
菖栖庵,京都市北区 上賀茂南大路町１４ 1,3.7,3,"lodging, point_of_interest, establishment",35.0575454,135.7557223,ChIJvUk8lfynAWARRIBi4WGevQY
宿屋ウホク,京都市北区紫野西御所田町２４−３,5,1,"lodging, point_of_interest, establishment",35.0409733,135.7504432,ChIJUaRDpv0HAWARszPYi_43oA8
（有）Ｉ・Ｈ・Ｋ,Japan,,,"lodging, point_of_interest, establishment",35.0443466,135.760123,ChIJdzgOFAUIAWARZFPrXJYWPFk
堀川北山ゲストハウス,京都市北区紫竹下本町１９−１,,,"lodging, point_of_interest, establishment",35.0493871,135.7513477,ChIJb8dtF3qpAWARummggOi3Ky8
Mobility Park@新大宮広場,京都市北区紫竹西桃ノ本町５９,5,2,"lodging, point_of_interest, establishment",35.04784,135.7486332,ChIJ10lvl6OpAWARmEJ6kfSJtYI
上賀茂松柏,京都市北区大宮上ノ岸町８０,4.8,4,"lodging, point_of_interest, establishment",35.05631899999999,135.750166,ChIJv1XEXPapAWAR5MU4ZCzMGYQ
京恋·大德寺,京都市北区紫竹高縄町７−３,,,"lodging, point_of_interest, establishment",35.0458238,135.749387,ChIJk9xjPQAHAWARN8VH-VENp3s
GUEST HOUSE OBIZA 疎影舎帯座,京都市北区紫竹高縄町５,5,2,"lodging, point_of_interest, establishment",35.0456592,135.7494499,ChIJOdtp5B0HAWARC1m97krhvgg
開化 北の家,京都市北区北区紫野上門前町６６−１,5,3,"lodging, point_of_interest, establishment",35.04531040000001,135.7476687,ChIJu-VXSf8HAWARxxtD19ASUTc
開化 南の家,京都市北区北区紫野上門前町６６−１,5,3,"lodging, point_of_interest, establishment",35.0452887,135.747661,ChIJtVlfSf8HAWARJDkVjjkup9k
宮崎屋 -北山はなれ-,京都市北区紫竹東高縄町６０−２,,,"lodging, point_of_interest, establishment",35.0460034,135.7517839,ChIJFwTl7YQHAWARbhTOUol4O_8
宿や緑青,京都市北区紫野上門前町１４−２,,,"lodging, point_of_interest, establishment",35.0443393,135.7475714,ChIJPzO5-D0HAWARk7rZef36CAI
松春庵,京都市北区紫野上鳥田町３５−１,4.8,12,"lodging, point_of_interest, establishment",35.0442442,135.7520022,ChIJwfGjy-oHAWARX-u-veot7IQ
"The Prince Kyoto Takaragaike, Autograph Collection",京都市左京区岩倉幡枝町１０９２−２,4.1,2845,"lodging, point_of_interest, establishment",35.0627132,135.7814476,ChIJxTp2h9IJAWAR1uMygx8G-qw
ゴージャス スターハウス,京都市左京区下鴨南野々神町２−９ くみこアレルギークリニック 北山院,5,2,"lodging, point_of_interest, establishment",35.05121709999999,135.7703396,ChIJgQhdvBgIAWARKh0qTY21yHc
民宿 若葉寮,京都市左京区下鴨西高木町３６ 37,2,2,"lodging, point_of_interest, establishment",35.043001,135.7752871,ChIJWXYPKD8IAWAR4qLJkvaGEkg
東急ハーベスト京都鷹峯,京都市左京区下鴨前萩町５−６,,,"lodging, point_of_interest, establishment",35.0512426,135.767598,ChIJQZsScwAJAWARsVkxZXYhl0c
葵ゲストハウス,京都市左京区下鴨北芝町１６−５,,,"lodging, point_of_interest, establishment",35.0534314,135.7681529,ChIJLbyWVx4IAWARZF3VcRvwDAY
下鴨IVY (Shimogamo-IVY),京都市左京区下鴨神殿町２,,,"lodging, point_of_interest, establishment",35.0506013,135.7701179,ChIJ3Vdb9eoJAWARR5X75s7bKZg
かんたき北山,京都市北区上賀茂松本町９６,4,2,"lodging, point_of_interest, establishment",35.05348740000001,135.7669361,ChIJkwF6IcYJAWARRNQne3Fdeyw
Piacere北山,京都市北区上賀茂松本町５５−３,,,"lodging, point_of_interest, establishment",35.05378460000001,135.7655269,ChIJJX5dS9MJAWAR1_kEiL2U0TQ
Green Peace in Kyoto,"13-１２ 松ケ崎芝本町, 左京区 京都市",,,"lodging, point_of_interest, establishment",35.0509202,135.7736792,ChIJkZv8WQAJAWARbRRtvj8o7qI
ＤＯＭＯＮ５５,Japan,,,"lodging, point_of_interest, establishment",35.0559804,135.7631277,ChIJVaVbDvenAWARjaKqF6s5N3c
サンクシャンブル,京都市左京区下鴨岸本町２３−１,,,"lodging, point_of_interest, establishment",35.04662569999999,135.7732474,ChIJs2kzhk4JAWARdA4kiOIcz7c
tomy&tetu,京都市左京区松ケ崎三反長町４−４,4.8,9,"lodging, point_of_interest, establishment",35.0501796,135.7763923,ChIJTd75EIUJAWAR_B-SNF8YAbA
Stylish Duplex near the Kamo River,京都市左京区下鴨西半木町８５,,,"lodging, point_of_interest, establishment",35.0440276,135.7667425,ChIJo-oRRCUJAWAR6nbzuBgcank
Hotel de Fukumatsu,京都市左京区下鴨上川原町３５ 近松ビル,5,5,"lodging, point_of_interest, establishment",35.04407800000001,135.7648765,ChIJO_XSNgAJAWARsb7eO_J-pGI
おもてなし京都 下鴨 （観光情報提供）Omotenashi Kyoto (Local Experience),京都市左京区下鴨芝本町３７−３,,,"travel_agency, lodging, point_of_interest, establishment",35.04314370000001,135.7701218,ChIJj7JjIY4JAWAR7b78tOZ4ZNc
宿ya 京都下鴨,京都市左京区左京区下鴨貴船町１０８−１,4.9,8,"lodging, point_of_interest, establishment",35.0416069,135.7684591,ChIJCxHqMxQIAWARDD_wSgiCu9g
京のおうち さなり 下鴨,京都市左京区下鴨西高木町１４,,,"lodging, point_of_interest, establishment",35.0427348,135.774026,ChIJYa5K_T4IAWARIdK0iUkfJ-U
京都茶寮,京都市北区小山下花ノ木町４９,,,"lodging, point_of_interest, establishment",35.044322,135.757291,ChIJJVf4LgQIAWARtVkkepuOV4Q
おおきに迎賓館 紫明出雲路邸,京都市北区出雲路松ノ下町16番地,5,1,"lodging, point_of_interest, establishment",35.0406417,135.7629712,ChIJaeKQ4CkJAWARth1oPy7B45k
出雲路立テ本町,京都市北区出雲路立テ本町１０８−２５,5,1,"lodging, point_of_interest, establishment",35.0406487,135.7626848,ChIJu8H2dQAJAWAR4U0-n_Mj7wI
ラビスタ2,京都市北区紫野下柏野町５９−５ Ｌａ Ｖｉｓｔａ２,,,"lodging, point_of_interest, establishment",35.0427948,135.7584016,ChIJxX6h2vEHAWARJBmfC2PMH38
京別邸 出雲路の家,京都市北区出雲路立テ本町１０８−５５,5,2,"lodging, point_of_interest, establishment",35.0400021,135.7630296,ChIJd-j-FyEJAWARebTGkOhTo6A
モゼイクハウス岩倉,京都市左京区岩倉幡枝町２８１８,3,1,"lodging, point_of_interest, establishment",35.06346219999999,135.7732627,ChIJAQDU9IynAWAR1RlN_27xFQM
宿や 日々,京都市北区小山南上総町２−４,4,1,"lodging, point_of_interest, establishment",35.0401757,135.7582177,ChIJ1dqOT88JAWARGjNOSWwzM50
ドッグアンドライフ,京都市左京区高野竹屋町３３−５２,,,"lodging, point_of_interest, establishment",35.0424779,135.7813103,ChIJR9fIEQAJAWARcTjEZWRYrXc
えんぴつ舎,京都市左京区高野玉岡町３９−３,5,3,"lodging, point_of_interest, establishment",35.04498999999999,135.7842807,ChIJHaUkZIAJAWARyIaI6FWorzw
Kyoto Kitaku Guest House JoTaku villa,"2 小山中溝町, 北区 京都市",,,"lodging, point_of_interest, establishment",35.0393595,135.7570353,ChIJjVRabgAJAWARkKJNxdnvdQk
伽藍下鴨,京都市左京区下鴨宮崎町１２８−９１,,,"lodging, point_of_interest, establishment",35.0356595,135.7690274,ChIJXUM2dJ0JAWARyEw98wBUlLw
いこのふ～ikonofu,京都市左京区下鴨松原町２８−８,5,4,"lodging, point_of_interest, establishment",35.03572739999999,135.7708221,ChIJHUdAmkoJAWAREFmaCmoasi0
京都洛北学生会館ＥＡＳＴ,京都市左京区一乗寺北大丸町２３ 洛北学生会館ＷＥＳＴ,3,1,"lodging, point_of_interest, establishment",35.0457533,135.7867884,ChIJL_9DbkoIAWARj9T6bqChNEg
Comfort Seven,京都市上京区上御霊中町４５５−１０,4.6,8,"lodging, point_of_interest, establishment",35.0368253,135.7594889,ChIJOy4MvJYJAWARhyRBMQumoq0
国際会館ロッジ,京都市左京区岩倉大鷺町,3.7,63,"lodging, point_of_interest, establishment",35.0619388,135.7842364,ChIJAZBdFwkJAWARUxTyxeaT7Mo
大泉寺度假屋,京都市上京区森之木町４７５ 室町通鞍馬口下る,,,"lodging, point_of_interest, establishment",35.0368858,135.7581838,ChIJT5koH6UJAWAR3YifOilhWM8
Daisenji Lodge Ing Blue,京都市上京区森之木町４７５,,,"lodging, point_of_interest, establishment",35.0368939,135.7580818,ChIJF2g5v5QJAWARcnkUETCrFa8
Daisenji Lodge Ing Red,京都市上京区森之木町４７５−２,,,"lodging, point_of_interest, establishment",35.0368907,135.7579853,ChIJUZUzPAwIAWAROAMumOQWLAI
Kyoto Kurama inn（京都鞍馬INN）,京都市上京区上御霊前町４１２ ３,5,2,"lodging, point_of_interest, establishment",35.0362521,135.7594307,ChIJV2iecX8JAWARTRJRvKlvmks
ブリリア京都松ヶ崎,京都市左京区松ケ崎小竹藪町３−３,3.7,3,"lodging, point_of_interest, establishment",35.0520204,135.7890682,ChIJqwRFBQMJAWARNc99sTq6Ujw
平八茶屋,京都市左京区山端川岸町８−１,4.4,317,"lodging, restaurant, food, point_of_interest, establishment",35.0540129,135.7911324,ChIJeZzsxMwJAWARMgQ8lujT0Tw
ホテル ハノハノ モザイク,京都市左京区上高野上荒蒔町８−８ ＳＡＫＵＲＡＨＯＴＥＬＭＯＳＡＩＣ,2.1,7,"lodging, travel_agency, point_of_interest, establishment",35.0585436,135.7913978,ChIJFe9W6tIJAWARlGLRsg5_AVE
関西セミナーハウス,京都市左京区一乗寺竹ノ内町２３,3.9,96,"lodging, point_of_interest, establishment",35.050572,135.8033086,ChIJGSVbP7kJAWARZFGtn8ELtpE
いるや宿コンドミニアム,京都市左京区修学院北沮沢町２−８,4.7,3,"lodging, point_of_interest, establishment",35.0569,135.7991031,ChIJM6RqUc8JAWARIrk8rouLElc
いろり庵 宿ya,京都市左京区山端川端町７−７,4.4,8,"lodging, point_of_interest, establishment",35.0510712,135.789941,ChIJocaYyjQIAWARlf1BSfGkQF4
